"","year","office_type","state","district","receipts_DEM","receipts_REP","individual_contributions_DEM","individual_contributions_REP"
"442",2002,"Senate","AL",0,3670282,6265388,1532208,3940178
"443",2002,"Senate","AR",0,5373861,4979954,3747467,2827767
"444",2002,"Senate","AS",0,148313.13,15170,86745,9720
"445",2002,"Senate","AZ",0,1426,336923,1426,173031
"446",2002,"Senate","CA",0,3231103,100143,2283201,26070
"447",2002,"Senate","CO",0,5219265,5287855,4008150,2458826
"448",2002,"Senate","CT",0,2233237,0,1593440,0
"449",2002,"Senate","DC",0,156126.73,NA,82082.73,NA
"450",2002,"Senate","DE",0,3563350,3085014.16,3079240,2454953.52
"451",2002,"Senate","FL",0,1846658,271765,1155374,144502
"452",2002,"Senate","GA",0,8264781,8951193,6018479,5457825
"453",2002,"Senate","GU",0,241974.09,94270.25,208974.09,90270.25
"454",2002,"Senate","HI",0,699557,6075,108950,375
"455",2002,"Senate","IA",0,6754658,7225804,4911188,4691015
"456",2002,"Senate","ID",0,2211050,3295072,544786,1834176
"457",2002,"Senate","IL",0,7497849,8320856,4630395,2236406
"458",2002,"Senate","IN",0,2207635,859515,1507871,772314
"459",2002,"Senate","KS",0,0,1870408,0,734934
"460",2002,"Senate","KY",0,2548385,5795543,1452665,3915917
"461",2002,"Senate","LA",0,7303469,7342751,3795804,4863056
"462",2002,"Senate","MA",0,9239040,8713,8924073,2867
"463",2002,"Senate","MD",0,299832,2470,99000,520
"464",2002,"Senate","ME",0,3997731,4103100,3598690,2309290
"465",2002,"Senate","MI",0,5535792,1511546,3708834,1196177
"466",2002,"Senate","MN",0,15457406,10314685,13807734,6419633
"467",2002,"Senate","MO",0,12351389,9726285,9943621,6848534
"468",2002,"Senate","MS",0,NA,1869329,NA,733088
"469",2002,"Senate","MT",0,6011343,3290013.81,3161679,1264716
"470",2002,"Senate","NC",0,17276234,14541188,8541880,11506585
"471",2002,"Senate","ND",0,2819875.3,1251139.57,843419.85,819556.17
"472",2002,"Senate","NE",0,563293,1674214,100235,750468
"473",2002,"Senate","NH",0,5837914,7534350,4403926,4536246
"474",2002,"Senate","NJ",0,10937751,12510277,5672373,3412569
"475",2002,"Senate","NM",0,1002309,4229975,618732,3022659
"476",2002,"Senate","NV",0,1513821,173231,1060234,91424
"477",2002,"Senate","NY",0,11970494,2249838,10418802,818448
"478",2002,"Senate","OH",0,36589,3121958,26561,2019586
"479",2002,"Senate","OK",0,2434857,3132048,1776044,1646087
"480",2002,"Senate","OR",0,3231159,5317292,2623573,3063873
"481",2002,"Senate","PA",0,27142,5697355,3900,4683804
"482",2002,"Senate","PR",0,856743,NA,744213,NA
"483",2002,"Senate","RI",0,2534868,459115,1360202,90401
"484",2002,"Senate","SC",0,5376229,8449532,4167398,5332843
"485",2002,"Senate","SD",0,9290844.12,7269724.69,5804798.97,4772700.2
"486",2002,"Senate","TN",0,2838957,9016871,1634256,6159826
"487",2002,"Senate","TX",0,10785376,10493883,8481121,7958286
"488",2002,"Senate","UT",0,0,351340,0,180927
"489",2002,"Senate","VA",0,135575,3044071,65801,1754773
"490",2002,"Senate","VI",0,98665,23650,63865,4150
"491",2002,"Senate","VT",0,198521,242134.01,162904,200746.68
"492",2002,"Senate","WA",0,10199042,30404,3577622,13170
"493",2002,"Senate","WI",0,2579182,38989,1997807,5195
"494",2002,"Senate","WV",0,2752730,136935,1466890,122542
"495",2002,"Senate","WY",0,26697.75,1864382.33,16267,525400.76
"496",2004,"House","AL",1,466473.41,1266131.81,125177.72,816865.94
"497",2004,"House","AL",2,1320,2001444.5,1640,439265.74
"498",2004,"House","AL",3,456319.55,2182716.51,162468.21,1200222.2
"499",2004,"House","AL",4,25553.5,748913.55,23303.5,405913.78
"500",2004,"House","AL",5,827167.72,23160.96,391908.17,21397.02
"501",2004,"House","AL",6,NA,1678447.91,NA,662440.39
"502",2004,"House","AL",7,1113065.59,0,579928.74,0
"503",2004,"House","AR",1,1110151.37,26160.5,509222,11854
"504",2004,"House","AR",2,891223.22,617232.96,611146.76,519676.64
"505",2004,"House","AR",3,355994.52,703192.4,260694.11,399290.4
"506",2004,"House","AR",4,1218966.27,7533.82,484786.25,2147.35
"507",2004,"House","AZ",1,1534331.76,2361775.43,1005808.85,849549.92
"508",2004,"House","AZ",2,102055.53,1622505.63,51275.53,649161.35
"509",2004,"House","AZ",3,NA,812405,NA,348301.14
"510",2004,"House","AZ",4,845642.95,NA,349640.79,NA
"511",2004,"House","AZ",5,5976.79,1520348.34,4421,958059.86
"512",2004,"House","AZ",6,272,871409.54,0,704692.29
"513",2004,"House","AZ",7,666387.06,13499.34,364524.76,5090
"514",2004,"House","AZ",8,224757.7,1261326.19,187515.62,787647.11
"515",2004,"House","CA",1,1256762.56,29624,781753.25,10451
"516",2004,"House","CA",2,33263,673910.2,21540,272353.28
"517",2004,"House","CA",3,98349.64,5728012.01,62312.11,2259540.37
"518",2004,"House","CA",4,2300,937917,1100,657345.91
"519",2004,"House","CA",5,1187786.17,6012,278041.99,1850
"520",2004,"House","CA",6,594835.93,5063,355578.73,3016
"521",2004,"House","CA",7,573264.24,0,159523.38,0
"522",2004,"House","CA",8,1552925.18,11852,791224.4,6705
"523",2004,"House","CA",9,871084.52,488552.91,619147.18,466877.71
"524",2004,"House","CA",10,817965.41,159221.22,370966.2,26782.33
"525",2004,"House","CA",11,156888.58,1111673.93,137669.41,535813.61
"526",2004,"House","CA",12,2576337.35,25400,2296732.92,400
"527",2004,"House","CA",13,370613.7,NA,36266.72,NA
"528",2004,"House","CA",14,955920.1,52842.64,426775.95,45788.77
"529",2004,"House","CA",15,524606.13,76814.72,257034.18,67359
"530",2004,"House","CA",16,533199.51,145,243942.05,0
"531",2004,"House","CA",17,612025.92,145685.48,275946.33,73635.48
"532",2004,"House","CA",18,893673.45,13498.55,379062.13,25
"533",2004,"House","CA",19,0,845107.07,0,450993.44
"534",2004,"House","CA",20,2669668.49,1574062.78,1740664.18,681509.96
"535",2004,"House","CA",21,0,795406.02,0,515916.62
"536",2004,"House","CA",22,NA,1675478.77,NA,431719
"537",2004,"House","CA",23,1110388.1,228331.72,641986.73,37829.47
"538",2004,"House","CA",24,208260.53,661204.97,169176.32,486996.04
"539",2004,"House","CA",25,51290,961866.13,11186,457458.5
"540",2004,"House","CA",26,66444.94,1240651.89,43615.8,715709.82
"541",2004,"House","CA",27,818169.43,1295,450314.03,0
"542",2004,"House","CA",28,735045.41,33128,479493,9883
"543",2004,"House","CA",29,1488309.55,671200.39,997020.5,297687.38
"544",2004,"House","CA",30,622595.51,259671.67,118249.66,128230.23
"545",2004,"House","CA",31,785959.56,NA,287483.7,NA
"546",2004,"House","CA",32,578364.68,35000,244411.46,0
"547",2004,"House","CA",33,261193.05,NA,103017.99,NA
"548",2004,"House","CA",34,582264.36,NA,315096.5,NA
"549",2004,"House","CA",35,390925.22,3550,190155.52,200
"550",2004,"House","CA",36,1046239.51,87251.87,710858,21488.81
"551",2004,"House","CA",37,415733.82,NA,113511.75,NA
"552",2004,"House","CA",38,356000.79,101.59,137702.33,0
"553",2004,"House","CA",39,800716.78,780683.59,431574.11,616452.38
"554",2004,"House","CA",40,0,1215931.78,0,774959.17
"555",2004,"House","CA",41,0,1562565.1,0,844433.05
"556",2004,"House","CA",42,0,640276.58,0,327102.55
"557",2004,"House","CA",43,492479.02,55132.83,172948.99,36312.57
"558",2004,"House","CA",44,10474.84,715903.08,7018.84,407875.98
"559",2004,"House","CA",45,529861.18,637062.17,41567.01,337883.07
"560",2004,"House","CA",46,151987.5,922934.06,88623.06,618812.33
"561",2004,"House","CA",47,1309614.14,499336.16,843151.07,286344.84
"562",2004,"House","CA",48,40,1158950.86,40,671888.22
"563",2004,"House","CA",49,67233,872792.83,42267,449775.72
"564",2004,"House","CA",50,236320.73,832178.06,221744.23,393403.67
"565",2004,"House","CA",51,799445.16,116676.24,462564.95,76687.09
"566",2004,"House","CA",52,15915,1064210.78,13915,607459.22
"567",2004,"House","CA",53,476372.17,80687.81,275610.79,10859
"568",2004,"House","CO",1,648623.14,17034,281892.01,12283
"569",2004,"House","CO",2,1122463.83,8959,805389.51,8709
"570",2004,"House","CO",3,1742971.92,2710236.13,1073663.6,1482030.72
"571",2004,"House","CO",4,869012.5,3435212.04,755656.37,2954814.58
"572",2004,"House","CO",5,11130,106864.52,2903,30026.85
"573",2004,"House","CO",6,827701.33,982526.77,574952.47,852568.8
"574",2004,"House","CO",7,1378430.26,3026200.78,788541.77,1585529.53
"575",2004,"House","CT",1,650266.53,0,408469.01,0
"576",2004,"House","CT",2,1248857.19,2560047.4,786623.18,1068573.32
"577",2004,"House","CT",3,735036.83,20798.5,389363.72,18800
"578",2004,"House","CT",4,1569668.64,2233292.54,1335651.43,1689403.02
"579",2004,"House","CT",5,216694.41,2282475.6,102786.72,982638.23
"580",2004,"House","CT",6,197,NA,0,NA
"581",2004,"House","DE",1,NA,992244.9,NA,592873.85
"582",2004,"House","FL",1,25060,377383.42,15,234567.65
"583",2004,"House","FL",2,1903257.4,1133505.75,989097.93,904273.28
"584",2004,"House","FL",3,470933.02,2885,184850,2885
"585",2004,"House","FL",4,0,583372.98,0,431981
"586",2004,"House","FL",5,227605.78,923285.86,87205.28,312333.88
"587",2004,"House","FL",6,123106.95,716974.57,100404.18,193256.56
"588",2004,"House","FL",7,35702.1,472508.79,0,164442.24
"589",2004,"House","FL",8,63243.14,617659.68,23854,218970.84
"590",2004,"House","FL",9,0,912881.89,0,272810.75
"591",2004,"House","FL",10,91187.3,556183.66,17433.8,180065.64
"592",2004,"House","FL",11,648913.05,11828,211053.56,9100
"593",2004,"House","FL",12,59236.7,837226,13186.97,497895.11
"594",2004,"House","FL",13,1495231.76,3582923.72,787076.81,2821199.4
"595",2004,"House","FL",14,25276.8,3238103.65,13054.3,2104007.57
"596",2004,"House","FL",15,59711.86,1061697.75,9235,777065.06
"597",2004,"House","FL",16,3455,2327516.4,355,1443466.58
"598",2004,"House","FL",17,566648.39,NA,413008.4,NA
"599",2004,"House","FL",18,11883,876890.84,7147,583473.53
"600",2004,"House","FL",19,743431.64,NA,404537,NA
"601",2004,"House","FL",20,1525108.02,35315,1017974.15,23315
"602",2004,"House","FL",21,NA,524626.07,NA,259440
"603",2004,"House","FL",22,1291277.89,1585011.48,913437.24,846399.54
"604",2004,"House","FL",23,991525.15,5450,640078.23,3150
"605",2004,"House","FL",24,874.06,932257.98,0,403469.35
"606",2004,"House","FL",25,1723.64,544131.9,0,329363.78
"607",2004,"House","GA",1,580,845898.57,0,465428.22
"608",2004,"House","GA",2,671355.35,30577.4,337555.21,16969.98
"609",2004,"House","GA",3,1328263.98,1052687.66,717786.66,648663.69
"610",2004,"House","GA",4,1860516.89,56396.44,1389780.58,39166.86
"611",2004,"House","GA",5,421030.86,NA,71880,NA
"612",2004,"House","GA",6,0,6646672.85,0,3022045.11
"613",2004,"House","GA",7,NA,796213.35,NA,490119.3
"614",2004,"House","GA",8,28590,4439274.86,7445,2871560
"615",2004,"House","GA",9,120250.5,1145315.43,33650,688081.49
"616",2004,"House","GA",10,NA,388154.27,NA,120094.25
"617",2004,"House","GA",11,327329.86,2349235.86,132745.18,1542282.96
"618",2004,"House","GA",12,2716683.79,2799989.15,1714990.6,1223282.88
"619",2004,"House","GA",13,1216844.46,190814.73,388256.45,955
"620",2004,"House","HI",1,1089532.68,238684.61,544942.99,146285.86
"621",2004,"House","HI",2,999469.58,637068.3,745110.48,480636.58
"622",2004,"House","IA",1,531972.19,1881887.21,306113.18,831493.3
"623",2004,"House","IA",2,127411.3,528834.45,94268.14,493268.75
"624",2004,"House","IA",3,1556341.24,856743.42,689973.61,551776.75
"625",2004,"House","IA",4,308308.99,1074694.52,263677.84,335607.4
"626",2004,"House","IA",5,90023.47,639971.89,50656.47,253574
"627",2004,"House","ID",1,20587.46,724716.48,7830,344916.51
"628",2004,"House","ID",2,72019.16,558632.19,52973.04,132772.02
"629",2004,"House","IL",1,469976.06,NA,193275,NA
"630",2004,"House","IL",2,935718.18,NA,631941.89,NA
"631",2004,"House","IL",3,407684.96,NA,218352.03,NA
"632",2004,"House","IL",4,314082.11,712,122195,2
"633",2004,"House","IL",5,1603472.55,1000,1150736.25,0
"634",2004,"House","IL",6,196940.7,643062.72,143110.61,431177.33
"635",2004,"House","IL",7,536100.06,48594,272090.8,36992
"636",2004,"House","IL",8,1607282.29,1695098.36,1082419.27,394438.73
"637",2004,"House","IL",9,1098208.82,9570,794252.11,6360
"638",2004,"House","IL",10,97636.67,1747928.11,89236.5,1356784.19
"639",2004,"House","IL",11,318060.09,1551287.86,238784.12,726812.34
"640",2004,"House","IL",12,924940.71,16232.01,523958.55,16232.01
"641",2004,"House","IL",13,42320.2,632736.58,24845.5,282302.43
"642",2004,"House","IL",14,19159,4862032.63,10953,2924679.58
"643",2004,"House","IL",15,102352.68,536107.87,85998.49,224355.84
"644",2004,"House","IL",16,3650,1253738.17,1350,617666.68
"645",2004,"House","IL",17,780974.29,270497.61,390707.93,188794.25
"646",2004,"House","IL",18,4520,1326588.41,2121,831739.09
"647",2004,"House","IL",19,41693.2,1071901.37,23289.37,528613.14
"648",2004,"House","IL",20,NA,22250,NA,172
"649",2004,"House","IN",1,1237319.05,21569,769962.69,6289
"650",2004,"House","IN",2,706066.01,1691214.85,301456.83,880291.41
"651",2004,"House","IN",3,18692,256327.04,13972,163841.32
"652",2004,"House","IN",4,24749.55,779864.61,9453,221354.95
"653",2004,"House","IN",5,19275,761447.81,7360,481285.6
"654",2004,"House","IN",6,48628.48,1189147.2,15489.8,812027.14
"655",2004,"House","IN",7,586644.72,38124.89,334398.11,28551.22
"656",2004,"House","IN",8,1532642.68,480213.88,1097052.6,429516.16
"657",2004,"House","IN",9,1625338.68,1582023.29,679149.83,666100.85
"658",2004,"House","IN",10,NA,0,NA,0
"659",2004,"House","KS",1,0,724493.98,0,268645.98
"660",2004,"House","KS",2,1106353.4,976510.39,619784.95,418208.75
"661",2004,"House","KS",3,2312595.17,2335851.2,1211739.84,1443285.57
"662",2004,"House","KS",4,16847,1030807.82,4578,509439.07
"663",2004,"House","KY",1,114406.45,848129.58,7760.96,311918.2
"664",2004,"House","KY",2,19005,768508.61,860,325390.72
"665",2004,"House","KY",3,1221095.51,3339737.39,795857.32,1869199.85
"666",2004,"House","KY",4,1907653.59,3776828.03,1089770.82,1962743.08
"667",2004,"House","KY",5,NA,643986.63,NA,315269
"668",2004,"House","KY",6,1828084.68,1898062.92,981171.46,798846.94
"669",2004,"House","LA",1,NA,3838968.71,NA,3151794.03
"670",2004,"House","LA",2,1037837.8,15182,312809.31,12911
"671",2004,"House","LA",3,2461754.04,3785562.13,1478124.71,1710745.28
"672",2004,"House","LA",4,450,1179283.72,350,508798.75
"673",2004,"House","LA",5,29060.15,1585410.74,21459,742957.9
"674",2004,"House","LA",6,21801,1157502.24,13601,331469.93
"675",2004,"House","LA",7,2869795.63,2964970.18,1918276.38,1328727.7
"676",2004,"House","MA",1,568028.92,24612,327430,15312
"677",2004,"House","MA",2,572786.14,20075,195295.33,19975
"678",2004,"House","MA",3,925848.19,170161.59,672663.54,135751.72
"679",2004,"House","MA",4,1319502.12,244456.88,745472.16,228521.88
"680",2004,"House","MA",5,3170736.86,54617.71,3083679.15,6479.19
"681",2004,"House","MA",6,743807.98,48637,497646.83,46711
"682",2004,"House","MA",7,2840655.87,66545.75,2136777.76,26644
"683",2004,"House","MA",8,1202225.11,NA,519020,NA
"684",2004,"House","MA",9,1163538.08,0,844850.4,0
"685",2004,"House","MA",10,1348885.86,263477.41,670243.35,195591.5
"686",2004,"House","MD",1,123996.93,710392.93,117066.21,696213.3
"687",2004,"House","MD",2,751176.01,109628,460361.5,87725
"688",2004,"House","MD",3,941430.43,185342.89,327557.65,102832.23
"689",2004,"House","MD",4,749446.53,168949.58,368785,78999
"690",2004,"House","MD",5,1896030.24,145579.99,714683.07,104778.74
"691",2004,"House","MD",6,10285,697316.97,285,453799.03
"692",2004,"House","MD",7,820514.58,110450.48,380658.75,92564.82
"693",2004,"House","MD",8,1796953.17,462687.07,1208508.91,106464
"694",2004,"House","ME",1,807357.09,506753.95,557571.02,385472.18
"695",2004,"House","ME",2,1368632.3,679645.79,560983.26,500859
"696",2004,"House","MI",1,762857.51,10497,334217.57,0
"697",2004,"House","MI",2,7780.5,561308.06,3780.5,308648.23
"698",2004,"House","MI",3,2900,404282.29,990,235472.4
"699",2004,"House","MI",4,82186.18,853410.61,39314.74,293914.25
"700",2004,"House","MI",5,532399.28,290668.09,208559,258718.09
"701",2004,"House","MI",6,49997,1107196.77,33885,467547.31
"702",2004,"House","MI",7,59658.21,3650676.04,43815,2153780.7
"703",2004,"House","MI",8,93088.42,1473634.36,82052.37,774764.15
"704",2004,"House","MI",9,96199.38,1827583.79,65593.33,1363448.83
"705",2004,"House","MI",10,19473.33,956355.19,12283.15,572783.6
"706",2004,"House","MI",11,174716.76,830072.29,43572.55,509365.69
"707",2004,"House","MI",12,980161.27,39315.47,443182.55,50
"708",2004,"House","MI",13,690157.59,0,362041.02,0
"709",2004,"House","MI",14,560254.6,NA,165895.6,NA
"710",2004,"House","MI",15,1538596.39,NA,523477.55,NA
"711",2004,"House","MN",1,90524.83,839769.47,75916.3,533125.69
"712",2004,"House","MN",2,1335759.17,1585897.6,850453.62,816158.17
"713",2004,"House","MN",3,38511,1011877.94,19261,474143.64
"714",2004,"House","MN",4,700232.41,201403.43,404038.1,171872.24
"715",2004,"House","MN",5,556939.46,13193,284160.68,11443
"716",2004,"House","MN",6,2143255.62,2691044.43,1621621.86,1279100.1
"717",2004,"House","MN",7,NA,130669.27,NA,90695.78
"718",2004,"House","MN",8,NA,43535.97,NA,18812.06
"719",2004,"House","MO",1,369670.89,0,168294.5,0
"720",2004,"House","MO",2,NA,847702.32,NA,612682.63
"721",2004,"House","MO",3,3105169.77,1442462.48,2186898.72,1384727.11
"722",2004,"House","MO",4,696312.92,33588,287957.26,15802
"723",2004,"House","MO",5,2798590.89,3306772.79,2159682.39,418078.55
"724",2004,"House","MO",6,896181.72,1691985.8,265931.72,755466.96
"725",2004,"House","MO",7,219490.05,2691001.91,185064.71,1088892.11
"726",2004,"House","MO",8,17801,996965.29,14469,399691.95
"727",2004,"House","MO",9,120593.1,1157502.33,74708.34,569594.2
"728",2004,"House","MS",1,NA,547551.84,NA,248320.18
"729",2004,"House","MS",2,756395.59,389971.08,260915.63,290279.38
"730",2004,"House","MS",3,8015.4,873584.5,1000,207714.05
"731",2004,"House","MS",4,408910.16,90651,223595.72,65151
"732",2004,"House","MT",1,NA,668211.15,NA,365660.81
"733",2004,"House","NC",1,576709.74,52255,235186.62,8555
"734",2004,"House","NC",2,935542.34,142726.24,501266.04,138331
"735",2004,"House","NC",3,12569,639988.78,9792,338996.19
"736",2004,"House","NC",4,954165.39,115162.72,566489.84,50345.73
"737",2004,"House","NC",5,385747.9,10944971.68,231052,5742106.62
"738",2004,"House","NC",6,12223,419938.65,10145,89433.4
"739",2004,"House","NC",7,849116.45,NA,453774.58,NA
"740",2004,"House","NC",8,250446.2,1693685.43,171056.21,837715.33
"741",2004,"House","NC",9,38149.45,1030428,14375.78,613245.52
"742",2004,"House","NC",10,11259.36,3834366.84,7749,1292000.21
"743",2004,"House","NC",11,1500264.43,2072478.23,886232.3,660061.06
"744",2004,"House","NC",12,579199.61,108258.9,290555,32042
"745",2004,"House","NC",13,1171326.88,411576,587169.03,260195.06
"746",2004,"House","NE",1,1248186.49,1952022.86,575167.17,1063023.82
"747",2004,"House","NE",2,1131076.6,1335019.94,689151.53,650578.62
"748",2004,"House","NE",3,10868,120914,3817,119060
"749",2004,"House","NH",1,575717.74,1087425.87,231655.87,573548.99
"750",2004,"House","NH",2,636887.34,790712.96,303105.51,413775.37
"751",2004,"House","NJ",1,1039840.75,176794,569851.64,24249
"752",2004,"House","NJ",2,8403,1292845.22,7620,819907.51
"753",2004,"House","NJ",3,54485.44,1203039.84,24985.44,697245
"754",2004,"House","NJ",4,34807.59,629400.96,29283.74,390854.49
"755",2004,"House","NJ",5,494366.92,1315578.05,176550.33,866409.7
"756",2004,"House","NJ",6,1595955.98,55000,985718.12,2500
"757",2004,"House","NJ",7,806477.34,2965873.8,663527.9,1418914.5
"758",2004,"House","NJ",8,1111385.67,141779,701791.52,134545
"759",2004,"House","NJ",9,1514046.02,21962,1038283,10805
"760",2004,"House","NJ",10,654272.96,NA,257309.68,NA
"761",2004,"House","NJ",11,5140,942794.6,905,569305
"762",2004,"House","NJ",12,1502836.24,361865.54,1203834.66,251749.13
"763",2004,"House","NJ",13,3640177.36,NA,2619104.7,NA
